study_hours,attendance_percent,previous_score,sleep_hours,assignments_completed,passed
3.7,72,54,6.1,6,0
5.6,87,73,7.5,9,1
2.1,57,40,5.0,3,0
7.8,98,96,8.9,10,1
4.2,78,62,6.7,7,1
2.6,62,45,5.3,4,0
6.5,92,85,8.1,10,1
3.4,69,51,5.9,5,0
5.1,84,69,7.2,8,1
1.4,50,34,4.6,1,0
7.0,96,91,8.7,10,1
4.5,80,64,6.9,7,1
2.8,61,44,5.3,4,0
6.3,91,81,8.0,9,1
3.9,70,52,6.0,6,0
5.8,86,75,7.6,9,1
1.6,53,36,4.7,2,0
7.5,98,95,8.9,10,1
4.1,77,61,6.6,7,1
2.3,59,42,5.1,3,0
6.7,94,87,8.3,10,1
3.2,69,50,5.9,5,0
5.4,85,71,7.4,8,1
2.5,62,45,5.3,4,0
7.3,97,93,8.8,10,1
4.9,81,65,7.0,7,1
1.9,55,38,4.8,2,0
6.0,90,79,7.8,9,1
3.6,72,54,6.1,5,0
5.7,87,74,7.5,9,1
2.0,58,41,5.1,3,0
7.7,98,96,8.9,10,1
4.3,79,63,6.8,7,1
1.3,50,33,4.5,1,0
6.4,92,84,8.1,10,1
3.5,70,52,6.0,5,0
5.2,84,69,7.3,8,1
2.7,61,44,5.3,4,0
7.1,96,92,8.7,10,1
4.6,80,64,6.9,7,1
1.7,54,37,4.8,2,0
6.9,94,88,8.3,10,1
3.8,73,55,6.1,6,0
5.5,86,72,7.4,8,1
2.4,59,42,5.2,3,0
7.9,98,96,8.9,10,1
4.0,78,61,6.7,7,1
2.9,63,46,5.3,4,0
6.6,93,85,8.2,10,1
3.3,69,51,5.9,5,0
5.9,87,75,7.6,9,1
1.5,52,35,4.7,2,0
7.4,97,94,8.8,10,1
4.7,81,64,6.9,7,1
2.1,57,40,5.0,3,0
6.2,90,80,7.9,9,1
3.7,72,54,6.1,6,0
5.3,85,70,7.3,8,1
1.8,54,37,4.8,2,0
7.6,98,95,8.9,10,1
4.4,79,63,6.8,7,1
2.6,61,44,5.3,4,0
6.8,94,87,8.3,10,1
3.0,68,50,5.9,5,0
5.6,86,73,7.5,9,1
2.3,59,42,5.1,3,0
7.2,97,93,8.8,10,1
4.2,80,64,6.9,7,1
1.4,50,34,4.6,1,0
6.5,92,85,8.1,10,1
3.4,70,52,6.0,5,0
5.8,87,75,7.6,9,1
2.8,62,45,5.4,4,0
7.8,98,96,8.9,10,1
4.5,77,61,6.7,7,1
1.9,55,38,4.8,2,0
6.3,91,82,8.0,9,1
3.6,72,54,6.1,5,0
5.0,84,69,7.2,8,1
2.2,58,41,5.0,3,0
7.5,97,94,8.8,10,1
4.8,81,65,7.0,7,1
2.5,61,44,5.3,4,0
6.7,94,87,8.3,10,1
3.1,69,51,5.9,5,0
5.5,86,72,7.4,8,1
1.6,53,36,4.7,2,0
7.0,96,91,8.7,10,1
4.3,79,63,6.8,7,1
2.7,62,45,5.3,4,0
6.1,90,80,7.9,9,1
3.9,71,54,6.1,6,0
5.7,87,74,7.5,9,1
1.3,50,33,4.5,1,0
7.7,98,95,8.9,10,1
4.6,80,64,6.9,7,1
2.0,57,40,5.1,3,0
6.4,92,84,8.1,10,1
3.5,70,52,6.0,5,0
5.2,85,69,7.3,8,1
2.9,63,46,5.4,4,0
7.3,97,93,8.8,10,1
4.1,78,61,6.7,7,1
1.7,54,37,4.8,2,0
6.9,94,88,8.3,10,1
3.3,69,51,5.9,5,0
5.9,87,76,7.6,9,1
2.4,59,42,5.2,3,0
7.6,98,96,8.9,10,1
4.9,81,65,7.0,7,1
2.2,58,41,5.1,3,0
6.2,91,82,8.0,9,1
3.7,72,54,6.1,6,0
5.4,86,71,7.4,8,1
1.5,52,35,4.7,2,0
7.4,97,94,8.8,10,1
4.4,79,63,6.8,7,1
2.6,62,45,5.3,4,0
6.6,93,86,8.2,10,1
3.0,68,50,5.9,5,0
5.6,85,73,7.5,9,1
1.8,54,37,4.8,2,0
7.8,98,96,8.9,10,1
4.2,80,64,6.9,7,1
2.1,57,40,5.0,3,0
6.8,94,87,8.3,10,1
3.5,71,53,6.0,5,0
5.1,84,69,7.3,8,1
2.8,61,44,5.3,4,0
7.1,97,93,8.8,10,1
4.7,81,65,7.0,7,1
1.4,50,34,4.6,1,0
6.3,90,80,7.9,9,1
3.8,72,55,6.1,6,0
5.8,87,75,7.6,9,1
2.5,60,43,5.2,3,0
7.5,98,95,8.9,10,1
4.0,77,61,6.6,7,1
1.6,53,36,4.7,2,0
6.5,92,85,8.1,10,1
3.2,69,51,5.9,5,0
5.3,85,70,7.3,8,1
2.7,62,45,5.3,4,0
7.9,98,96,8.9,10,1
4.5,79,63,6.8,7,1
2.0,56,39,5.0,3,0
6.0,90,79,7.8,9,1
3.6,71,54,6.1,5,0
5.7,86,74,7.5,9,1
1.9,54,37,4.8,2,0
7.2,97,93,8.8,10,1
4.8,80,65,7.0,7,1
2.3,59,42,5.1,3,0
6.7,94,88,8.3,10,1
3.4,70,52,6.0,5,0
5.0,84,69,7.2,8,1
1.3,50,33,4.5,1,0
7.7,98,95,8.9,10,1
4.6,81,64,6.9,7,1
2.9,63,46,5.3,4,0
6.4,92,84,8.1,10,1
3.1,68,50,5.9,5,0
5.5,86,72,7.4,8,1
2.2,58,41,5.0,3,0
7.4,97,94,8.8,10,1
4.3,78,62,6.7,7,1
1.7,54,37,4.8,2,0
6.9,93,86,8.2,10,1
3.7,72,54,6.1,6,0
5.9,87,75,7.6,9,1
2.5,61,44,5.3,4,0
7.6,98,96,8.9,10,1
4.1,79,63,6.8,7,1
2.8,62,45,5.4,4,0
6.2,91,81,8.0,9,1
3.5,70,52,6.0,5,0
5.4,85,71,7.4,8,1
1.5,52,35,4.7,2,0
7.0,96,92,8.7,10,1
4.9,80,65,7.0,7,1
2.1,57,40,5.1,3,0
6.6,94,87,8.3,10,1
3.3,69,51,5.9,5,0
5.6,86,73,7.5,9,1
1.8,54,37,4.8,2,0
7.8,98,96,8.9,10,1
4.4,78,63,6.8,7,1
2.6,61,44,5.3,4,0
6.3,90,80,7.9,9,1
3.9,73,55,6.1,6,0
5.2,84,69,7.3,8,1
2.4,59,42,5.2,3,0
7.5,97,94,8.8,10,1
4.7,81,64,6.9,7,1
1.4,50,33,4.5,1,0
6.8,93,86,8.2,10,1
3.0,68,50,5.9,5,0
5.8,87,75,7.6,9,1
2.7,62,45,5.3,4,0
7.3,98,95,8.9,10,1
4.2,79,62,6.7,7,1
1.6,53,36,4.7,2,0
6.1,91,82,8.0,9,1
3.4,70,52,6.0,5,0
5.5,85,71,7.4,8,1
2.0,57,40,5.0,3,0
7.9,98,96,8.9,10,1
4.8,80,65,7.0,7,1
2.5,61,44,5.3,4,0
6.5,92,85,8.1,10,1
3.7,72,54,6.1,6,0
5.3,86,72,7.5,9,1
1.2,50,33,4.5,1,0
7.6,97,95,8.8,10,1
4.0,77,61,6.6,7,1
2.9,63,46,5.4,4,0
6.7,94,88,8.3,10,1
3.2,69,51,5.9,5,0
5.7,87,74,7.5,9,1
1.7,54,37,4.8,2,0
7.2,98,96,8.9,10,1
4.5,80,64,6.9,7,1
2.2,58,41,5.1,3,0
6.4,91,81,8.0,9,1
3.6,71,53,6.0,5,0
5.1,84,69,7.2,8,1
2.8,62,45,5.3,4,0
7.7,97,94,8.8,10,1
4.3,79,63,6.8,7,1
1.5,52,35,4.7,2,0
6.9,93,86,8.2,10,1
3.5,70,52,6.0,5,0
5.9,87,75,7.6,9,1
2.3,59,42,5.1,3,0
7.4,98,95,8.9,10,1
4.6,81,65,7.0,7,1
2.1,57,40,5.0,3,0
6.2,90,80,7.9,9,1
3.8,73,55,6.1,6,0
5.4,85,71,7.4,8,1
1.3,50,33,4.5,1,0
7.8,97,96,8.9,10,1
4.1,78,61,6.7,7,1
2.7,62,45,5.3,4,0
6.6,94,87,8.3,10,1
3.1,69,51,5.9,5,0
5.6,86,73,7.5,9,1
1.9,54,37,4.8,2,0
7.5,98,95,8.9,10,1
4.9,80,65,7.0,7,1
2.4,59,42,5.2,3,0
6.3,91,82,8.1,9,1
3.7,71,54,6.0,6,0
5.2,84,69,7.3,8,1
2.6,62,45,5.4,4,0
7.1,97,93,8.8,10,1
4.4,79,63,6.8,7,1
1.6,53,36,4.7,2,0
6.8,94,88,8.3,10,1
3.4,70,52,6.0,5,0
5.8,87,75,7.6,9,1
2.0,57,40,5.0,3,0
7.9,98,96,8.9,10,1
4.7,81,64,6.9,7,1
2.9,63,46,5.3,4,0
6.1,90,80,7.9,9,1
3.5,72,54,6.1,5,0
5.5,85,71,7.4,8,1
1.4,51,34,4.6,1,0
7.3,97,94,8.8,10,1
4.2,78,62,6.7,7,1
2.5,60,43,5.2,3,0
6.5,92,85,8.2,10,1
3.3,69,51,5.9,5,0
5.7,86,74,7.5,9,1
1.8,54,37,4.8,2,0
7.6,98,95,8.9,10,1
4.5,80,64,6.9,7,1
2.2,58,41,5.1,3,0
6.7,93,86,8.2,10,1
3.9,72,55,6.1,6,0
5.0,84,69,7.3,8,1
2.8,62,45,5.3,4,0
7.2,97,93,8.8,10,1
4.8,81,65,7.0,7,1
1.5,52,35,4.7,2,0
6.4,91,82,8.0,9,1
3.6,70,53,6.0,5,0
5.9,87,75,7.6,9,1
2.3,59,42,5.2,3,0
7.7,98,96,8.9,10,1
4.0,77,61,6.6,7,1
2.7,63,46,5.4,4,0
6.9,94,88,8.3,10,1
3.2,68,50,5.9,5,0
5.4,85,71,7.4,8,1
1.3,50,33,4.5,1,0
7.4,97,94,8.8,10,1
4.6,80,64,6.9,7,1
2.1,57,40,5.0,3,0
6.2,91,81,8.0,9,1
3.8,72,54,6.1,6,0
5.6,86,73,7.5,9,1
1.7,53,36,4.7,2,0
7.8,98,96,8.9,10,1
4.3,79,63,6.8,7,1
2.6,61,44,5.3,4,0
6.6,93,85,8.2,10,1
3.4,70,52,6.0,5,0
5.2,84,69,7.3,8,1
2.0,58,41,5.1,3,0
7.0,96,92,8.7,10,1
4.9,81,65,7.0,7,1
1.5,52,35,4.6,2,0
6.3,90,80,7.9,9,1
3.7,72,54,6.1,6,0
5.8,87,75,7.6,9,1
2.4,59,42,5.2,3,0
7.5,98,95,8.9,10,1
4.1,78,61,6.7,7,1
2.9,62,45,5.3,4,0
6.8,94,87,8.3,10,1
3.1,69,51,5.9,5,0
5.5,85,71,7.4,8,1
1.8,54,37,4.8,2,0
7.3,97,93,8.8,10,1
4.7,80,64,6.9,7,1
2.2,57,40,5.0,3,0
6.5,92,85,8.1,10,1
3.5,71,53,6.0,5,0
5.3,86,72,7.5,8,1
2.7,63,46,5.4,4,0
7.9,98,96,8.9,10,1
4.4,79,63,6.8,7,1
1.4,51,34,4.6,1,0
6.1,90,80,7.9,9,1
3.9,72,55,6.1,6,0
5.7,87,74,7.5,9,1
2.5,60,43,5.2,3,0
7.6,97,95,8.8,10,1
4.2,81,64,6.9,7,1
2.0,57,40,5.0,3,0
6.7,94,87,8.3,10,1
3.3,69,51,5.9,5,0
5.1,84,69,7.2,8,1
1.6,53,36,4.7,2,0
7.2,98,96,8.9,10,1
4.8,80,65,7.0,7,1
2.8,62,45,5.3,4,0
6.4,91,82,8.0,9,1
3.6,71,54,6.1,5,0
5.6,86,73,7.5,9,1
1.9,55,38,4.8,2,0
7.7,97,94,8.8,10,1
4.5,79,63,6.8,7,1
2.3,59,42,5.1,3,0
6.9,93,86,8.2,10,1
3.0,68,50,5.9,5,0
5.4,85,71,7.4,8,1
1.3,50,33,4.5,1,0
7.4,98,95,8.9,10,1
4.6,81,64,6.9,7,1
2.6,61,44,5.3,4,0
6.2,90,80,7.9,9,1
3.8,72,54,6.1,6,0
5.9,87,75,7.6,9,1
2.1,57,40,5.0,3,0
7.5,97,94,8.8,10,1
4.0,78,61,6.7,7,1
2.9,63,46,5.4,4,0
6.6,94,87,8.3,10,1
3.4,70,52,6.0,5,0
5.2,84,69,7.3,8,1
1.7,53,36,4.7,2,0
7.8,98,96,8.9,10,1
4.3,80,64,6.9,7,1
2.4,59,42,5.2,3,0
6.3,91,81,8.0,9,1
3.7,71,54,6.1,6,0
5.5,86,72,7.5,9,1
1.5,52,35,4.7,2,0
7.1,97,93,8.8,10,1
4.7,79,63,6.8,7,1
2.7,62,45,5.3,4,0
6.8,94,88,8.3,10,1
3.2,69,51,5.9,5,0
5.8,87,75,7.6,9,1
1.8,54,37,4.8,2,0
7.6,98,95,8.9,10,1
4.1,77,61,6.7,7,1
2.2,58,41,5.1,3,0
6.5,92,85,8.1,10,1
3.5,70,52,6.0,5,0
5.0,84,69,7.3,8,1
2.8,61,44,5.3,4,0
7.3,97,94,8.8,10,1
4.9,81,65,7.0,7,1
1.4,50,34,4.6,1,0
6.0,90,79,7.8,9,1
3.9,72,55,6.1,6,0
5.7,86,74,7.5,9,1
2.5,59,42,5.2,3,0
7.9,98,96,8.9,10,1
4.4,79,63,6.8,7,1
2.0,57,40,5.0,3,0
6.7,93,86,8.2,10,1
3.3,69,51,5.9,5,0
5.3,85,70,7.4,8,1
1.6,53,36,4.7,2,0
7.2,97,93,8.8,10,1
4.6,80,64,6.9,7,1
2.6,62,45,5.3,4,0
6.4,91,82,8.0,9,1
3.7,71,54,6.1,6,0
5.6,87,73,7.5,9,1
1.9,55,38,4.8,2,0
7.7,98,96,8.9,10,1
4.2,78,62,6.7,7,1
2.3,59,42,5.1,3,0
6.9,94,88,8.3,10,1
3.1,68,50,5.9,5,0
5.5,86,72,7.4,8,1
1.3,50,33,4.5,1,0
7.4,97,94,8.8,10,1
4.8,81,65,7.0,7,1
2.7,61,44,5.3,4,0
6.2,90,80,7.9,9,1
3.5,72,53,6.0,5,0
5.9,87,75,7.6,9,1
2.1,58,41,5.0,3,0
7.5,98,95,8.9,10,1
4.3,79,63,6.8,7,1
1.7,53,36,4.7,2,0
6.6,94,87,8.3,10,1
3.8,70,52,6.0,6,0
5.2,84,69,7.3,8,1
2.4,60,43,5.2,3,0
7.8,97,96,8.9,10,1
4.5,80,64,6.9,7,1
2.9,63,46,5.3,4,0
6.3,91,81,8.0,9,1
3.4,69,51,5.9,5,0
5.7,86,73,7.5,9,1
1.5,52,35,4.6,2,0
7.1,98,94,8.8,10,1
4.7,78,62,6.7,7,1
2.2,58,41,5.1,3,0
6.8,93,86,8.2,10,1
3.6,71,54,6.1,6,0
5.4,85,71,7.4,8,1
2.5,61,44,5.3,4,0
7.6,97,95,8.9,10,1
4.0,79,61,6.6,7,1
1.8,54,37,4.8,2,0
6.5,92,84,8.1,10,1
3.0,68,50,5.9,5,0
5.8,87,75,7.6,9,1
2.7,62,45,5.3,4,0
7.3,98,96,8.9,10,1
4.4,80,64,6.9,7,1
2.0,57,40,5.0,3,0
6.1,90,80,7.9,9,1
3.9,72,55,6.1,6,0
5.1,84,69,7.2,8,1
1.4,51,34,4.6,1,0
7.7,97,94,8.8,10,1
4.6,81,65,7.0,7,1
2.3,59,42,5.2,3,0
6.7,94,87,8.3,10,1
3.2,69,51,5.9,5,0
5.6,86,73,7.5,9,1
1.9,55,38,4.8,2,0
7.2,98,95,8.9,10,1
4.1,77,61,6.7,7,1
2.8,62,45,5.3,4,0
6.4,91,82,8.0,9,1
3.5,70,52,6.0,5,0
5.3,85,70,7.3,8,1
1.6,53,36,4.7,2,0
7.8,97,96,8.9,10,1
4.9,80,65,7.0,7,1
2.1,57,40,5.1,3,0
6.0,90,79,7.8,9,1
3.7,72,54,6.1,6,0
5.9,87,75,7.6,9,1
2.4,60,43,5.2,3,0
7.4,98,95,8.9,10,1
4.3,79,63,6.8,7,1
1.3,50,33,4.5,1,0
6.9,94,88,8.3,10,1
3.3,68,50,5.9,5,0
5.5,86,72,7.4,8,1
2.6,61,44,5.3,4,0
7.6,97,94,8.8,10,1
4.7,81,64,6.9,7,1
1.8,54,37,4.8,2,0
6.2,91,81,8.0,9,1
3.8,71,54,6.1,6,0
5.0,84,69,7.2,8,1
2.0,58,41,5.0,3,0
7.0,98,96,8.9,10,1
4.5,78,62,6.7,7,1
2.9,63,46,5.4,4,0
6.6,93,85,8.2,10,1
3.1,69,51,5.9,5,0
5.7,87,74,7.5,9,1
1.5,52,35,4.7,2,0
7.5,97,94,8.8,10,1
4.2,80,64,6.9,7,1
2.3,59,42,5.1,3,0
6.4,92,84,8.1,10,1
3.6,70,53,6.0,5,0
5.4,85,71,7.4,8,1
2.7,62,45,5.3,4,0
7.8,98,96,8.9,10,1
4.8,81,65,7.0,7,1
1.7,54,37,4.8,2,0
6.1,90,80,7.9,9,1
3.9,72,55,6.1,6,0
5.2,84,69,7.3,8,1
2.5,60,43,5.2,3,0
7.3,97,93,8.8,10,1
4.4,79,63,6.8,7,1
1.4,51,34,4.6,1,0
6.8,94,87,8.3,10,1
3.4,70,52,6.0,5,0
5.8,87,75,7.6,9,1
2.1,57,40,5.0,3,0
7.7,98,95,8.9,10,1
4.6,80,64,6.9,7,1
2.8,62,45,5.3,4,0
6.3,91,81,8.0,9,1
3.7,71,54,6.1,6,0
5.5,85,71,7.4,8,1
1.6,53,36,4.7,2,0
7.2,97,94,8.8,10,1
4.0,78,61,6.7,7,1
2.4,59,42,5.2,3,0
6.7,93,86,8.2,10,1
3.2,69,51,5.9,5,0
5.6,86,73,7.5,9,1
1.9,55,38,4.8,2,0
7.9,98,96,8.9,10,1
4.3,80,63,6.8,7,1
2.6,61,44,5.3,4,0
6.5,92,85,8.1,10,1
3.5,70,52,6.0,5,0
5.1,84,69,7.3,8,1
1.3,50,33,4.5,1,0
7.6,97,95,8.8,10,1
4.7,81,64,6.9,7,1
2.2,58,41,5.1,3,0
6.9,94,88,8.3,10,1
3.8,72,54,6.1,6,0
5.9,87,75,7.6,9,1
2.9,63,46,5.4,4,0
7.4,98,96,8.9,10,1
4.1,79,62,6.7,7,1
1.5,52,35,4.7,2,0
6.2,90,80,7.9,9,1
3.6,71,53,6.0,5,0
5.3,85,70,7.3,8,1
2.0,57,40,5.0,3,0
7.8,97,95,8.8,10,1
4.9,80,65,7.0,7,1
2.7,62,45,5.3,4,0
6.4,92,84,8.1,10,1
3.3,69,51,5.9,5,0
5.7,86,73,7.5,9,1
1.8,54,37,4.8,2,0
7.1,98,94,8.9,10,1
4.5,78,63,6.8,7,1
2.3,59,42,5.2,3,0
6.8,93,87,8.3,10,1
3.9,72,55,6.1,6,0
5.5,84,71,7.4,8,1
2.5,61,44,5.3,4,0
7.5,97,93,8.8,10,1
4.2,80,64,6.9,7,1
1.7,53,36,4.7,2,0
6.6,94,88,8.2,10,1
3.4,70,52,6.0,5,0
5.0,85,69,7.3,8,1
2.8,62,45,5.4,4,0
7.7,98,96,8.9,10,1
4.6,81,65,7.0,7,1
1.4,51,34,4.6,1,0
6.0,90,79,7.8,9,1
3.7,72,54,6.1,6,0
5.8,87,75,7.6,9,1
2.1,58,41,5.1,3,0
7.3,97,94,8.8,10,1
4.8,79,63,6.8,7,1
2.6,61,44,5.3,4,0
6.5,92,85,8.1,10,1
3.1,69,51,5.9,5,0
5.4,85,71,7.4,8,1
1.6,53,36,4.7,2,0
7.9,98,96,8.9,10,1
4.4,80,64,6.9,7,1
2.4,59,42,5.2,3,0
6.3,91,82,8.0,9,1
3.5,71,53,6.0,5,0
5.6,86,73,7.5,9,1
1.9,55,38,4.8,2,0
7.2,97,93,8.8,10,1
4.1,78,61,6.7,7,1
2.9,63,46,5.4,4,0
6.7,94,87,8.3,10,1
3.8,72,54,6.1,6,0
5.2,84,69,7.3,8,1
1.3,50,33,4.5,1,0
7.6,98,95,8.9,10,1
4.7,81,64,6.9,7,1
2.0,57,40,5.0,3,0
6.1,90,80,7.9,9,1
3.3,69,51,5.9,5,0
5.9,87,75,7.6,9,1
2.7,62,45,5.3,4,0
7.4,97,94,8.8,10,1
4.3,79,63,6.8,7,1
1.5,52,35,4.7,2,0
6.9,93,86,8.2,10,1
3.6,71,54,6.1,6,0
5.5,85,71,7.4,8,1
2.2,58,41,5.1,3,0
7.8,98,96,8.9,10,1
4.0,77,61,6.6,7,1
2.5,60,43,5.2,3,0
6.4,92,84,8.1,9,1
3.9,70,52,6.0,5,0
5.7,86,73,7.5,9,1
1.8,54,37,4.8,2,0
7.1,97,93,8.8,10,1
4.6,80,64,6.9,7,1
2.8,62,45,5.3,4,0
6.6,94,87,8.3,10,1
3.2,69,51,5.9,5,0
5.3,84,70,7.3,8,1
1.4,51,34,4.6,1,0
7.5,98,95,8.9,10,1
4.2,79,63,6.8,7,1
2.1,57,40,5.0,3,0
6.2,91,81,8.0,9,1
3.7,72,54,6.1,6,0
5.8,87,75,7.6,9,1
2.6,61,44,5.3,4,0
7.7,97,94,8.8,10,1
4.5,80,64,6.9,7,1
1.7,53,36,4.7,2,0
6.8,93,86,8.2,10,1
3.4,70,52,6.0,5,0
5.1,85,69,7.3,8,1
2.3,59,42,5.2,3,0
7.3,98,96,8.9,10,1
4.9,81,65,7.0,7,1
2.9,63,46,5.4,4,0
6.5,92,85,8.1,10,1
3.0,68,50,5.9,5,0
5.6,86,73,7.5,9,1
1.6,52,35,4.7,2,0
7.9,98,96,8.9,10,1
4.4,79,63,6.8,7,1
2.0,57,40,5.0,3,0
6.3,91,82,8.0,9,1
3.5,71,53,6.0,5,0
5.4,84,71,7.4,8,1
2.7,62,45,5.3,4,0
7.6,97,95,8.8,10,1
4.1,78,61,6.7,7,1
1.9,54,37,4.8,2,0
6.7,94,87,8.3,10,1
3.8,72,55,6.1,6,0
5.2,85,70,7.3,8,1
2.4,59,42,5.2,3,0
7.2,98,96,8.9,10,1
4.7,80,64,6.9,7,1
2.2,58,41,5.1,3,0
6.1,90,80,7.9,9,1
3.3,69,51,5.9,5,0
5.9,87,75,7.6,9,1
1.5,52,35,4.7,2,0
7.4,97,94,8.8,10,1
4.3,79,63,6.8,7,1
2.6,61,44,5.3,4,0
6.9,93,86,8.2,10,1
3.6,71,54,6.1,6,0
5.5,85,71,7.4,8,1
1.8,54,37,4.8,2,0
7.7,98,96,8.9,10,1
4.5,80,64,6.9,7,1
2.3,59,42,5.1,3,0
6.4,91,82,8.0,9,1
3.1,68,50,5.9,5,0
5.7,86,73,7.5,9,1
2.8,62,45,5.3,4,0
7.0,97,93,8.8,10,1
4.8,81,65,7.0,7,1
1.4,50,34,4.6,1,0
6.6,94,88,8.3,10,1
3.9,72,55,6.1,6,0
5.3,84,69,7.3,8,1
2.1,57,40,5.0,3,0
7.5,98,95,8.9,10,1
4.0,77,61,6.6,7,1
2.5,60,43,5.2,4,0
6.2,90,80,7.9,9,1
3.4,70,52,6.0,5,0
5.8,87,75,7.6,9,1
1.7,53,36,4.7,2,0
7.8,97,96,8.9,10,1
4.6,79,63,6.8,7,1
2.9,63,46,5.4,4,0
6.8,93,86,8.2,10,1
3.7,71,54,6.1,6,0
5.0,85,69,7.3,8,1
2.2,58,41,5.1,3,0
7.3,98,96,8.9,10,1
4.2,80,64,6.9,7,1
1.6,52,35,4.7,2,0
6.5,92,85,8.1,10,1
3.2,69,51,5.9,5,0
5.6,86,73,7.5,9,1
2.7,61,44,5.3,4,0
7.6,97,94,8.8,10,1
4.4,79,63,6.8,7,1
1.9,54,37,4.8,2,0
6.3,91,82,8.0,9,1
3.5,72,54,6.1,5,0
5.4,84,71,7.4,8,1
2.0,57,40,5.0,3,0
7.9,98,96,8.9,10,1
4.7,81,65,7.0,7,1
2.4,59,42,5.2,3,0
6.7,94,87,8.3,10,1
3.8,70,52,6.0,6,0
5.2,85,70,7.3,8,1
1.3,50,33,4.5,1,0
7.1,97,93,8.8,10,1
4.1,78,61,6.7,7,1
2.6,62,45,5.3,4,0
6.9,92,85,8.1,10,1
3.3,69,51,5.9,5,0
5.9,87,75,7.6,9,1
1.8,54,37,4.8,2,0
7.5,98,95,8.9,10,1
4.5,80,64,6.9,7,1
2.1,57,40,5.0,3,0
6.4,91,82,8.0,9,1
3.6,71,54,6.1,6,0
5.5,86,72,7.4,8,1
2.8,63,46,5.3,4,0
7.7,97,94,8.8,10,1
4.9,79,65,7.0,7,1
1.5,52,35,4.7,2,0
6.2,90,80,7.9,9,1
3.4,70,52,6.0,5,0
5.7,85,73,7.5,9,1
2.3,59,42,5.2,3,0
7.4,98,96,8.9,10,1
4.3,81,64,6.8,7,1
2.5,61,44,5.3,4,0
6.6,93,86,8.2,10,1
3.1,68,50,5.9,5,0
5.3,84,69,7.3,8,1
1.7,53,36,4.7,2,0
7.8,97,95,8.8,10,1
4.6,80,64,6.9,7,1
2.0,57,40,5.0,3,0
6.8,94,88,8.3,10,1
3.7,72,54,6.1,6,0
5.8,87,75,7.6,9,1
2.7,62,45,5.3,4,0
7.2,98,96,8.9,10,1
4.0,77,61,6.6,7,1
1.4,50,34,4.6,1,0
6.3,91,81,8.0,9,1
3.5,70,52,6.0,5,0
5.1,85,69,7.3,8,1
2.4,59,42,5.2,3,0
7.6,97,94,8.8,10,1
4.8,79,63,6.8,7,1
1.9,54,37,4.8,2,0
6.5,92,85,8.1,10,1
3.3,69,51,5.9,5,0
5.6,86,73,7.5,9,1
2.2,58,41,5.1,3,0
7.9,98,96,8.9,10,1
4.4,81,64,6.9,7,1
2.6,62,45,5.3,4,0
6.1,90,80,7.9,9,1
3.8,71,54,6.1,6,0
5.4,84,71,7.4,8,1
1.6,52,35,4.7,2,0
7.3,97,93,8.8,10,1
4.2,78,61,6.7,7,1
2.9,63,46,5.4,4,0
6.7,94,87,8.3,10,1
3.0,68,50,5.9,5,0
5.9,87,75,7.6,9,1
1.3,50,33,4.5,1,0
7.5,98,95,8.9,10,1
4.7,80,64,6.9,7,1
2.1,57,40,5.0,3,0
6.4,91,82,8.0,9,1
3.6,72,54,6.1,5,0
5.2,85,69,7.3,8,1
2.5,60,43,5.2,4,0
7.7,97,94,8.8,10,1
4.1,79,63,6.8,7,1
1.8,54,37,4.8,2,0
6.9,93,86,8.2,10,1
3.4,70,52,6.0,5,0
5.7,86,73,7.5,9,1
2.7,62,45,5.3,4,0
7.4,98,96,8.9,10,1
4.5,81,64,6.9,7,1
1.5,52,35,4.7,2,0
6.2,90,80,7.9,9,1
3.9,72,55,6.1,6,0
5.5,84,71,7.4,8,1
2.0,57,40,5.0,3,0
7.8,97,95,8.8,10,1
4.8,80,65,7.0,7,1
2.3,59,42,5.2,3,0
6.6,94,87,8.3,10,1
3.2,69,51,5.9,5,0
5.3,85,70,7.3,8,1
1.7,53,36,4.7,2,0
7.1,98,94,8.9,10,1
4.3,78,62,6.7,7,1
2.8,62,45,5.3,4,0
6.5,92,85,8.1,10,1
3.7,71,54,6.0,6,0
5.8,87,75,7.6,9,1
1.9,55,38,4.8,2,0
7.6,97,95,8.8,10,1
4.6,81,64,6.9,7,1
2.4,59,42,5.2,3,0
6.8,93,86,8.2,10,1
3.5,70,52,6.0,5,0
5.0,84,69,7.2,8,1
1.4,51,34,4.6,1,0
7.3,98,96,8.9,10,1
4.9,79,65,7.0,7,1
2.2,58,41,5.1,3,0
6.3,91,81,8.0,9,1
3.8,72,55,6.1,6,0
5.6,86,73,7.5,9,1
2.6,61,44,5.3,4,0
7.5,97,94,8.8,10,1
4.2,80,64,6.9,7,1
1.6,53,36,4.7,2,0
6.7,94,88,8.3,10,1
3.1,69,51,5.9,5,0
5.4,85,71,7.4,8,1
2.9,62,45,5.3,4,0
7.9,98,96,8.9,10,1
4.4,78,63,6.8,7,1
2.0,57,40,5.0,3,0
6.1,90,80,7.9,9,1
3.6,71,54,6.1,6,0
5.9,87,75,7.6,9,1
1.8,54,37,4.8,2,0
7.2,97,93,8.8,10,1
4.7,81,65,7.0,7,1
2.5,60,43,5.2,3,0
6.4,92,84,8.1,10,1
3.3,68,50,5.9,5,0
5.2,85,69,7.3,8,1
1.3,50,33,4.5,1,0
7.7,98,95,8.9,10,1
